Strain_x Strain_y Strain_z Stress_xx(GPa) Stress_yy(GPa) Stress_zz(GPa) Stress_VM(GPa)
0.00400000000000053 -0.0134243099361736 0.0142303538927185 2.36366260654343 0.0399266131259389 0.00155364924861208 2.34315814421403
0.00450000000000052 -0.0137451827657287 0.0142181545427512 2.44301070059905 0.0329283932874711 0.0105098933301404 2.42136939504493
0.0050000000000005 -0.0140184333302497 0.0141630603898867 2.493751118234 0.0472907962693935 0.00562365953988042 2.46755775088832
0.00550000000000049 -0.0143474400412372 0.0141118352557865 2.54693844273053 0.0459479275038926 -0.0011514121284562 2.52486968114027
0.00600000000000048 -0.0147010666963532 0.0140876944629789 2.60381447429758 0.0367998128438873 0.00288119576788649 2.58414092727794
0.00650000000000047 -0.0150245182218728 0.0140600388938477 2.66186804386267 0.035542692374751 0.00884242184798696 2.63977676209379
0.00700000000000045 -0.0153318466923737 0.0139959688914012 2.72367256844217 0.0268204638588136 0.0101417494415241 2.70523002341544
0.00750000000000044 -0.015616139161104 0.0139259957808394 2.78528527982918 0.0365069573128892 -0.00173312374635721 2.76809647158509
0.00800000000000043 -0.0159279645278138 0.0138965792287342 2.84824998704587 0.0326932594286408 -0.00289469445863425 2.83351832390087
0.00850000000000063 -0.0162482850602226 0.0138839549856701 2.90197490237047 0.0379116702541442 0.00528651150482093 2.88051438395296
0.00900000000000062 -0.0165916179746802 0.0138424574479856 2.94768657335914 0.0313700165209362 0.014914844384911 2.9245788625586
0.0095000000000006 -0.0169137476803156 0.0137392364464587 2.99315195814451 0.0262870296810297 0.00834692492819884 2.97587553817516
0.0100000000000006 -0.0172150309491229 0.0136582646320575 3.04100330218194 0.0336602273242548 -0.00961225670742441 3.02921113211894
0.0105000000000006 -0.0175534199042361 0.0136578351734415 3.10166632075574 0.0326287293381234 0.00282586303196935 3.08404702710579
0.0110000000000006 -0.0178851459574955 0.013639756411905 3.15830099226124 0.0175311013789052 0.0136918834477538 3.14269125864283
0.0115000000000006 -0.0181490778652016 0.013545053410248 3.21723448912789 0.0175507354938433 0.0154164625840025 3.20075142376692
0.0120000000000005 -0.0184011741310169 0.013427924957879 3.26656866360989 0.0347193926363172 -0.010194053259899 3.25453843352499
0.0125000000000005 -0.0187373899087125 0.0134047836984682 3.3057879950355 0.0375952222157063 -0.00172451694666802 3.28802897334542
0.0130000000000005 -0.0191290785697881 0.0134022439323423 3.34826840950804 0.0291184464497771 0.00485962104901125 3.33134562111353
0.0135000000000005 -0.0194836805956045 0.0133734903089116 3.3888106380558 0.0186485199831295 0.0149447136389405 3.37201554683655
0.0140000000000005 -0.0197787260614579 0.013286085439266 3.44466143623855 0.0241678533365719 0.0102709726424824 3.42746315300444
0.0145000000000005 -0.0200668744987605 0.0131909620785893 3.49371352215875 0.021764918033602 -0.0039703183824467 3.48488749176089
0.0150000000000005 -0.0203445220325029 0.0131503851855941 3.55279539955914 0.0348149595733457 0.00281685692367155 3.53408813612989
0.0155000000000005 -0.0206800119781708 0.0131112775855982 3.59511689298061 0.0336587123346239 -0.00139948492372204 3.57911605750773
0.0160000000000004 -0.0210569284230538 0.0130744342921443 3.62367325032973 0.0284353182164492 0.0106552135685718 3.60416087699959
0.0165000000000004 -0.0214147139232929 0.0130126850796095 3.66775214503757 0.0160945400697792 0.000863261136669449 3.6592970187355
0.0170000000000006 -0.021693522490514 0.0129647832809942 3.72504200077892 0.018922843787087 0.00772646609023348 3.71173001100115
0.0175000000000006 -0.0219633217941613 0.0128959419438513 3.7654233835206 0.037903900104503 0.00912287069402361 3.74199301105452
